43.5226740837, 3.0, 1
60.5358350277, 3.0, 1
77.0660791397, 3.0, 1
94.6295220853, 3.0, 1
111.3920969963, 3.0, 1
128.25383114829998, 3.0, 1
145.01843500130002, 3.0, 1
162.0125930313, 3.0, 1
177.67440915130004, 3.0, 1
208.9147429463, 3.0, 1
223.77608203929998, 3.0, 1
239.9219601153, 3.0, 1
269.8622961043, 3.0, 1
287.3244900703, 3.0, 1
300.5175671573, 3.0, 1
318.2639069553, 3.0, 1
346.71947097730003, 3.0, 1
362.5314860343, 3.0, 1
378.51020097730003, 3.0, 1
405.6155240533, 3.0, 1
425.2121701243, 3.0, 1
439.62460994730003, 3.0, 1
455.7868580813, 3.0, 1
476.0020859243, 3.0, 1
490.99545311929995, 3.0, 1
521.1690771583, 3.0, 1
532.3617219923, 3.0, 1
548.9229209422999, 3.0, 1
566.2542009353, 3.0, 1
584.0508940223, 3.0, 1
599.3781001563, 3.0, 1
616.4748029712999, 3.0, 1
635.4385609622999, 3.0, 1
660.8588531012999, 3.0, 1
691.1291959283, 3.0, 1
706.3104100223, 3.0, 1
734.7022490503, 3.0, 1
753.2269561292999, 3.0, 1
768.3725321292999, 3.0, 1
785.2854189873, 3.0, 1
803.4172141553, 3.0, 1
830.5532820223, 3.0, 1
847.0836319923, 3.0, 1
863.4128749373, 3.0, 1
877.0399880412999, 3.0, 1
893.6358330253, 3.0, 1
911.2657270433, 3.0, 1
929.6949050423, 3.0, 1
943.3070299622999, 3.0, 1
962.9038269522999, 3.0, 1
978.6487870223, 3.0, 1
993.6435630323, 3.0, 1
1009.9238691323, 3.0, 1
